""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"568"	"Person Re-Identification"	"2018.0"	"2.0"	"81.0"	"739.0"	"0.0"	"203.0"	"286.0"	"2013.0"	"0.39901477832512317"	"inf"	"0.2852112676056338"	"1.0"	"36754"	"1"	"0"	"0"
"569"	"Person Re-Identification"	"2019.0"	"1.0"	"85.0"	"741.0"	"22.0"	"227.0"	"313.0"	"2013.0"	"0.3744493392070485"	"0.045454545454545456"	"0.2724358974358974"	"0.043478260869565216"	"49025"	"1"	"0"	"0"
"570"	"Person Re-Identification"	"2021.0"	"1.0"	"39.0"	"742.0"	"0.0"	"141.0"	"181.0"	"2013.0"	"0.2765957446808511"	"inf"	"0.21666666666666667"	"1.0"	"37713"	"1"	"0"	"0"
"571"	"Person Recognition"	"2016.0"	"1.0"	"0.0"	"743.0"	"0.0"	"1.0"	"2.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"1"	"0"	"0"
"572"	"Person Search"	"2017.0"	"1.0"	"3.0"	"744.0"	"0.0"	"2.0"	"6.0"	"2012.0"	"1.5"	"inf"	"0.6"	"1.0"	"23430"	"1"	"0"	"0"
"573"	"Point Cloud Registration"	"2021.0"	"1.0"	"16.0"	"745.0"	"0.0"	"6.0"	"23.0"	"2009.0"	"2.6666666666666665"	"inf"	"0.7272727272727273"	"1.0"	"37713"	"1"	"0"	"0"
"574"	"Polyp Segmentation"	"2019.0"	"1.0"	"0.0"	"746.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"49025"	"1"	"0"	"0"
"575"	"Pose Estimation"	"2010.0"	"1.0"	"0.0"	"747.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"353"	"1"	"0"	"0"
"576"	"Pose Estimation"	"2011.0"	"1.0"	"0.0"	"748.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"359"	"1"	"0"	"0"
"577"	"Pose Estimation"	"2012.0"	"1.0"	"0.0"	"749.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"4735"	"1"	"0"	"0"
"578"	"Pose Estimation"	"2013.0"	"2.0"	"0.0"	"750.0"	"0.0"	"1.0"	"3.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"6822"	"1"	"0"	"0"
"579"	"Pose Estimation"	"2014.0"	"3.0"	"1.0"	"752.0"	"0.0"	"8.0"	"12.0"	"2010.0"	"0.125"	"inf"	"0.1111111111111111"	"1.0"	"9766"	"1"	"0"	"0"
"580"	"Pose Estimation"	"2016.0"	"1.0"	"20.0"	"755.0"	"0.0"	"26.0"	"47.0"	"2010.0"	"0.7692307692307693"	"inf"	"0.43478260869565216"	"1.0"	"17276"	"1"	"0"	"0"
"581"	"Pose Estimation"	"2017.0"	"4.0"	"40.0"	"756.0"	"0.0"	"20.0"	"64.0"	"2010.0"	"2.0"	"inf"	"0.6666666666666666"	"1.0"	"23430"	"1"	"0"	"0"
"582"	"Pose Estimation"	"2018.0"	"2.0"	"70.0"	"760.0"	"0.0"	"32.0"	"104.0"	"2010.0"	"2.1875"	"inf"	"0.6862745098039216"	"1.0"	"36754"	"1"	"0"	"0"
"583"	"Pose Estimation"	"2019.0"	"1.0"	"132.0"	"762.0"	"11.0"	"23.0"	"156.0"	"2010.0"	"5.739130434782608"	"0.09090909090909091"	"0.8516129032258064"	"0.08333333333333333"	"49025"	"1"	"0"	"0"
"584"	"Pose Estimation"	"2020.0"	"1.0"	"187.0"	"763.0"	"26.0"	"35.0"	"223.0"	"2010.0"	"5.3428571428571425"	"0.038461538461538464"	"0.8423423423423423"	"0.037037037037037035"	"63637"	"1"	"0"	"0"
"585"	"Pose Estimation"	"2021.0"	"2.0"	"128.0"	"764.0"	"0.0"	"32.0"	"162.0"	"2010.0"	"4.0"	"inf"	"0.8"	"1.0"	"37713"	"1"	"0"	"0"
"586"	"Pose Tracking"	"2018.0"	"1.0"	"0.0"	"766.0"	"0.0"	"5.0"	"6.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"1"	"0"	"0"
"587"	"Probabilistic Deep Learning"	"2020.0"	"1.0"	"2.0"	"767.0"	"2.0"	"0.0"	"3.0"	"2017.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"63637"	"1"	"0"	"0"
"588"	"Program Repair"	"2017.0"	"1.0"	"0.0"	"768.0"	"0.0"	"1.0"	"2.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"0"	"0"	"0"
"589"	"Program Synthesis"	"2019.0"	"1.0"	"0.0"	"769.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"49025"	"0"	"0"	"0"
"590"	"Q-Learning"	"2016.0"	"1.0"	"0.0"	"770.0"	"0.0"	"1.0"	"2.0"	"1999.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"0"	"0"	"1"
"591"	"Quantization"	"2019.0"	"2.0"	"207.0"	"771.0"	"0.0"	"0.0"	"209.0"	"2006.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"1"
"592"	"Question Answering"	"2015.0"	"2.0"	"8.0"	"773.0"	"0.0"	"22.0"	"32.0"	"2009.0"	"0.36363636363636365"	"inf"	"0.26666666666666666"	"1.0"	"12115"	"0"	"1"	"0"
"593"	"Question Answering"	"2016.0"	"8.0"	"33.0"	"775.0"	"0.0"	"60.0"	"101.0"	"2009.0"	"0.55"	"inf"	"0.3548387096774194"	"1.0"	"17276"	"0"	"1"	"0"
"594"	"Question Answering"	"2017.0"	"6.0"	"30.0"	"783.0"	"0.0"	"104.0"	"140.0"	"2009.0"	"0.28846153846153844"	"inf"	"0.22388059701492538"	"1.0"	"23430"	"0"	"1"	"0"
"595"	"Question Answering"	"2018.0"	"10.0"	"86.0"	"789.0"	"0.0"	"212.0"	"308.0"	"2009.0"	"0.4056603773584906"	"inf"	"0.28859060402684567"	"1.0"	"36754"	"0"	"1"	"0"
"596"	"Question Answering"	"2019.0"	"19.0"	"202.0"	"799.0"	"0.0"	"375.0"	"596.0"	"2009.0"	"0.5386666666666666"	"inf"	"0.35008665511265163"	"1.0"	"49025"	"0"	"1"	"0"
"597"	"Question Answering"	"2020.0"	"12.0"	"264.0"	"818.0"	"76.0"	"618.0"	"894.0"	"2009.0"	"0.42718446601941745"	"0.15789473684210525"	"0.29931972789115646"	"0.13636363636363635"	"63637"	"0"	"1"	"0"
"598"	"Question Answering"	"2021.0"	"3.0"	"164.0"	"830.0"	"45.0"	"400.0"	"567.0"	"2009.0"	"0.41"	"0.06666666666666667"	"0.2907801418439716"	"0.0625"	"37713"	"0"	"1"	"0"
"599"	"Question Generation"	"2016.0"	"1.0"	"6.0"	"833.0"	"0.0"	"1.0"	"8.0"	"2012.0"	"6.0"	"inf"	"0.8571428571428571"	"1.0"	"17276"	"0"	"1"	"0"
"600"	"Question Generation"	"2017.0"	"1.0"	"24.0"	"834.0"	"0.0"	"6.0"	"31.0"	"2012.0"	"4.0"	"inf"	"0.8"	"1.0"	"23430"	"0"	"1"	"0"
"601"	"RGB Salient Object Detection"	"2017.0"	"1.0"	"37.0"	"835.0"	"0.0"	"0.0"	"38.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"602"	"RGB Salient Object Detection"	"2018.0"	"1.0"	"61.0"	"836.0"	"0.0"	"0.0"	"62.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"1"	"0"	"0"
"603"	"RGB Salient Object Detection"	"2019.0"	"1.0"	"97.0"	"837.0"	"0.0"	"0.0"	"98.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"604"	"RGB-D Salient Object Detection"	"2019.0"	"1.0"	"3.0"	"838.0"	"0.0"	"0.0"	"4.0"	"2016.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"605"	"Reading Comprehension"	"2013.0"	"1.0"	"0.0"	"839.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"6822"	"0"	"1"	"0"
"606"	"Reading Comprehension"	"2016.0"	"5.0"	"2.0"	"840.0"	"0.0"	"32.0"	"39.0"	"2012.0"	"0.0625"	"inf"	"0.058823529411764705"	"1.0"	"17276"	"0"	"1"	"0"
"607"	"Reading Comprehension"	"2017.0"	"6.0"	"6.0"	"845.0"	"3.0"	"89.0"	"101.0"	"2012.0"	"0.06741573033707865"	"2.0"	"0.06315789473684211"	"0.6666666666666666"	"23430"	"0"	"1"	"0"
"608"	"Reading Comprehension"	"2018.0"	"9.0"	"12.0"	"851.0"	"5.0"	"182.0"	"203.0"	"2012.0"	"0.06593406593406594"	"1.8"	"0.061855670103092786"	"0.6428571428571429"	"36754"	"0"	"1"	"0"
"609"	"Reading Comprehension"	"2019.0"	"8.0"	"25.0"	"860.0"	"0.0"	"238.0"	"271.0"	"2012.0"	"0.10504201680672269"	"inf"	"0.09505703422053231"	"1.0"	"49025"	"0"	"1"	"0"
"610"	"Reading Comprehension"	"2020.0"	"4.0"	"59.0"	"868.0"	"0.0"	"263.0"	"326.0"	"2012.0"	"0.22433460076045628"	"inf"	"0.18322981366459629"	"1.0"	"63637"	"0"	"1"	"0"
"611"	"Reading Comprehension"	"2021.0"	"1.0"	"28.0"	"872.0"	"29.0"	"118.0"	"147.0"	"2012.0"	"0.23728813559322035"	"0.034482758620689655"	"0.1917808219178082"	"0.03333333333333333"	"37713"	"0"	"1"	"0"
"612"	"Real-Time Semantic Segmentation"	"2021.0"	"1.0"	"12.0"	"873.0"	"0.0"	"0.0"	"13.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"37713"	"1"	"0"	"0"
"613"	"Real-Time Strategy Games"	"2017.0"	"2.0"	"1.0"	"874.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"0"	"0"	"0"
"614"	"Reasoning Chain Explanations"	"2020.0"	"1.0"	"0.0"	"876.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"63637"	"0"	"0"	"0"
"615"	"Recommendation Systems"	"2015.0"	"1.0"	"0.0"	"877.0"	"0.0"	"2.0"	"3.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"12115"	"0"	"0"	"0"
"616"	"Recommendation Systems"	"2016.0"	"1.0"	"0.0"	"878.0"	"0.0"	"11.0"	"12.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"0"	"0"	"0"
"617"	"Referring Expression Segmentation"	"2018.0"	"2.0"	"5.0"	"879.0"	"0.0"	"0.0"	"7.0"	"2016.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"1"	"0"	"0"
"618"	"Relation Classification"	"2018.0"	"1.0"	"0.0"	"881.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"36754"	"0"	"1"	"0"
"619"	"Relation Extraction"	"2017.0"	"1.0"	"1.0"	"882.0"	"0.0"	"1.0"	"3.0"	"2012.0"	"1.0"	"inf"	"0.5"	"1.0"	"23430"	"0"	"1"	"0"
"620"	"Relation Extraction"	"2018.0"	"2.0"	"3.0"	"883.0"	"0.0"	"4.0"	"9.0"	"2012.0"	"0.75"	"inf"	"0.42857142857142855"	"1.0"	"36754"	"0"	"1"	"0"
"621"	"Relation Extraction"	"2019.0"	"2.0"	"5.0"	"885.0"	"9.0"	"23.0"	"30.0"	"2012.0"	"0.21739130434782608"	"0.2222222222222222"	"0.17857142857142858"	"0.18181818181818182"	"49025"	"0"	"1"	"0"
"622"	"Relation Extraction"	"2020.0"	"1.0"	"6.0"	"887.0"	"0.0"	"54.0"	"61.0"	"2012.0"	"0.1111111111111111"	"inf"	"0.1"	"1.0"	"63637"	"0"	"1"	"0"
"623"	"Relation Extraction"	"2021.0"	"1.0"	"5.0"	"888.0"	"0.0"	"31.0"	"37.0"	"2012.0"	"0.16129032258064516"	"inf"	"0.1388888888888889"	"1.0"	"37713"	"0"	"1"	"0"
"624"	"Road Damage Detection"	"2020.0"	"1.0"	"0.0"	"889.0"	"0.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"1"	"0"	"0"
"625"	"Robust Face Recognition"	"2001.0"	"1.0"	"0.0"	"890.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"6"	"1"	"0"	"0"
"626"	"Robust Face Recognition"	"2015.0"	"1.0"	"25.0"	"891.0"	"0.0"	"3.0"	"29.0"	"2001.0"	"8.333333333333334"	"inf"	"0.8928571428571429"	"1.0"	"12115"	"1"	"0"	"0"
"627"	"SSIM"	"2018.0"	"2.0"	"0.0"	"892.0"	"0.0"	"0.0"	"2.0"	"2012.0"	""	"inf"	""	"1.0"	"36754"	"0"	"0"	"0"
"628"	"Saliency Detection"	"2013.0"	"2.0"	"0.0"	"894.0"	"0.0"	"0.0"	"2.0"	"2010.0"	""	"inf"	""	"1.0"	"6822"	"1"	"0"	"0"
"629"	"Saliency Detection"	"2015.0"	"1.0"	"0.0"	"896.0"	"0.0"	"10.0"	"11.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"12115"	"1"	"0"	"0"
"630"	"Saliency Detection"	"2017.0"	"1.0"	"0.0"	"897.0"	"0.0"	"26.0"	"27.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"1"	"0"	"0"
"631"	"Saliency Detection"	"2019.0"	"1.0"	"0.0"	"898.0"	"0.0"	"30.0"	"31.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"1"	"0"	"0"
"632"	"Saliency Prediction"	"2015.0"	"2.0"	"0.0"	"899.0"	"0.0"	"3.0"	"5.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"12115"	"1"	"0"	"0"
"633"	"Saliency Prediction"	"2020.0"	"1.0"	"1.0"	"901.0"	"0.0"	"9.0"	"11.0"	"2013.0"	"0.1111111111111111"	"inf"	"0.1"	"1.0"	"63637"	"1"	"0"	"0"
"634"	"Salient Object Detection"	"2017.0"	"1.0"	"16.0"	"902.0"	"0.0"	"5.0"	"22.0"	"2013.0"	"3.2"	"inf"	"0.7619047619047619"	"1.0"	"23430"	"1"	"0"	"0"
"635"	"Salient Object Detection"	"2018.0"	"1.0"	"14.0"	"903.0"	"0.0"	"11.0"	"26.0"	"2013.0"	"1.2727272727272727"	"inf"	"0.56"	"1.0"	"36754"	"1"	"0"	"0"
"636"	"Sarcasm Detection"	"2017.0"	"1.0"	"0.0"	"904.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"23430"	"0"	"1"	"0"
"637"	"Sarcasm Detection"	"2019.0"	"1.0"	"0.0"	"905.0"	"0.0"	"2.0"	"3.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"638"	"Scene Classification"	"2015.0"	"1.0"	"0.0"	"906.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"12115"	"1"	"0"	"0"
"639"	"Scene Classification"	"2016.0"	"1.0"	"0.0"	"907.0"	"0.0"	"1.0"	"2.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"1"	"0"	"0"
"640"	"Scene Classification"	"2017.0"	"1.0"	"0.0"	"908.0"	"0.0"	"3.0"	"4.0"	"2010.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"1"	"0"	"0"
"641"	"Scene Classification"	"2018.0"	"2.0"	"0.0"	"909.0"	"0.0"	"0.0"	"2.0"	"2010.0"	""	"inf"	""	"1.0"	"36754"	"1"	"0"	"0"
"642"	"Scene Flow Estimation"	"2015.0"	"1.0"	"4.0"	"911.0"	"0.0"	"0.0"	"5.0"	"2015.0"	"inf"	"inf"	"1.0"	"1.0"	"12115"	"1"	"0"	"0"
"643"	"Scene Parsing"	"2016.0"	"1.0"	"0.0"	"912.0"	"0.0"	"1.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"1"	"0"	"0"
"644"	"Scene Recognition"	"2014.0"	"1.0"	"0.0"	"913.0"	"0.0"	"2.0"	"3.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"9766"	"1"	"0"	"0"
"645"	"Scene Recognition"	"2017.0"	"1.0"	"0.0"	"914.0"	"0.0"	"2.0"	"3.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"1"	"0"	"0"
"646"	"Scene Recognition"	"2018.0"	"1.0"	"7.0"	"915.0"	"8.0"	"8.0"	"16.0"	"2007.0"	"0.875"	"0.125"	"0.4666666666666667"	"0.1111111111111111"	"36754"	"1"	"0"	"0"
"647"	"Scene Text"	"2016.0"	"1.0"	"0.0"	"916.0"	"0.0"	"1.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"1"	"0"	"0"
"648"	"Scene Text"	"2020.0"	"1.0"	"7.0"	"917.0"	"4.0"	"0.0"	"8.0"	"2013.0"	"inf"	"0.25"	"1.0"	"0.2"	"63637"	"1"	"0"	"0"
"649"	"Scene Text Detection"	"2016.0"	"1.0"	"18.0"	"918.0"	"0.0"	"1.0"	"20.0"	"2013.0"	"18.0"	"inf"	"0.9473684210526315"	"1.0"	"17276"	"1"	"0"	"0"
"650"	"Scene Text Detection"	"2017.0"	"2.0"	"26.0"	"919.0"	"0.0"	"4.0"	"32.0"	"2013.0"	"6.5"	"inf"	"0.8666666666666667"	"1.0"	"23430"	"1"	"0"	"0"
"651"	"Scene Text Detection"	"2021.0"	"1.0"	"6.0"	"921.0"	"0.0"	"2.0"	"9.0"	"2013.0"	"3.0"	"inf"	"0.75"	"1.0"	"37713"	"1"	"0"	"0"
"652"	"Scene Text Recognition"	"2013.0"	"1.0"	"0.0"	"922.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"6822"	"1"	"0"	"0"
"653"	"Scene Text Recognition"	"2016.0"	"1.0"	"0.0"	"923.0"	"0.0"	"5.0"	"6.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"1"	"0"	"0"
"654"	"Scene Text Recognition"	"2020.0"	"1.0"	"0.0"	"924.0"	"1.0"	"12.0"	"13.0"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.5"	"63637"	"1"	"0"	"0"
"655"	"Scene Understanding"	"2015.0"	"4.0"	"3.0"	"925.0"	"0.0"	"7.0"	"14.0"	"2008.0"	"0.42857142857142855"	"inf"	"0.3"	"1.0"	"12115"	"1"	"0"	"0"
"656"	"Scene Understanding"	"2016.0"	"1.0"	"2.0"	"929.0"	"0.0"	"7.0"	"10.0"	"2008.0"	"0.2857142857142857"	"inf"	"0.2222222222222222"	"1.0"	"17276"	"1"	"0"	"0"
"657"	"Scene Understanding"	"2017.0"	"1.0"	"7.0"	"930.0"	"0.0"	"20.0"	"28.0"	"2008.0"	"0.35"	"inf"	"0.25925925925925924"	"1.0"	"23430"	"1"	"0"	"0"
"658"	"Scene Understanding"	"2018.0"	"1.0"	"8.0"	"931.0"	"0.0"	"22.0"	"31.0"	"2008.0"	"0.36363636363636365"	"inf"	"0.26666666666666666"	"1.0"	"36754"	"1"	"0"	"0"
"659"	"Scene Understanding"	"2020.0"	"2.0"	"2.0"	"932.0"	"10.0"	"45.0"	"49.0"	"2008.0"	"0.044444444444444446"	"0.2"	"0.0425531914893617"	"0.16666666666666666"	"63637"	"1"	"0"	"0"
"660"	"Scene Understanding"	"2021.0"	"2.0"	"2.0"	"934.0"	"7.0"	"29.0"	"33.0"	"2008.0"	"0.06896551724137931"	"0.2857142857142857"	"0.06451612903225806"	"0.2222222222222222"	"37713"	"1"	"0"	"0"
"661"	"Self-Driving Cars"	"2018.0"	"1.0"	"5.0"	"936.0"	"6.0"	"1.0"	"7.0"	"2013.0"	"5.0"	"0.16666666666666666"	"0.8333333333333334"	"0.14285714285714285"	"36754"	"1"	"0"	"0"
"662"	"Self-Supervised Anomaly Detection"	"2021.0"	"1.0"	"0.0"	"937.0"	"0.0"	"0.0"	"1.0"	"2021.0"	""	"inf"	""	"1.0"	"37713"	"1"	"0"	"1"
"663"	"Semantic Image Matting"	"2017.0"	"1.0"	"0.0"	"938.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"23430"	"1"	"0"	"0"
"664"	"Semantic Parsing"	"1998.0"	"1.0"	"0.0"	"939.0"	"0.0"	"0.0"	"1.0"	"1998.0"	""	"inf"	""	"1.0"	"5"	"0"	"1"	"0"
"665"	"Semantic Parsing"	"2015.0"	"1.0"	"1.0"	"940.0"	"0.0"	"2.0"	"4.0"	"1998.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"12115"	"0"	"1"	"0"
"666"	"Semantic Parsing"	"2016.0"	"2.0"	"0.0"	"941.0"	"0.0"	"4.0"	"6.0"	"1998.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"0"	"1"	"0"
"667"	"Semantic Parsing"	"2017.0"	"1.0"	"0.0"	"943.0"	"5.0"	"7.0"	"8.0"	"1998.0"	"0.0"	"0.2"	"0.0"	"0.16666666666666666"	"23430"	"0"	"1"	"0"
"668"	"Semantic Parsing"	"2018.0"	"2.0"	"2.0"	"944.0"	"8.0"	"9.0"	"13.0"	"1998.0"	"0.2222222222222222"	"0.25"	"0.18181818181818182"	"0.2"	"36754"	"0"	"1"	"0"
"669"	"Semantic Parsing"	"2019.0"	"1.0"	"6.0"	"946.0"	"0.0"	"15.0"	"22.0"	"1998.0"	"0.4"	"inf"	"0.2857142857142857"	"1.0"	"49025"	"0"	"1"	"0"
"670"	"Semantic Parsing"	"2020.0"	"1.0"	"18.0"	"947.0"	"0.0"	"21.0"	"40.0"	"1998.0"	"0.8571428571428571"	"inf"	"0.46153846153846156"	"1.0"	"63637"	"0"	"1"	"0"
"671"	"Semantic Part Detection"	"2014.0"	"1.0"	"0.0"	"948.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"9766"	"1"	"0"	"0"
"672"	"Semantic Role Labeling"	"2015.0"	"1.0"	"11.0"	"949.0"	"0.0"	"0.0"	"12.0"	"2011.0"	"inf"	"inf"	"1.0"	"1.0"	"12115"	"0"	"1"	"0"
"673"	"Semantic Role Labeling"	"2018.0"	"1.0"	"6.0"	"950.0"	"10.0"	"4.0"	"11.0"	"2011.0"	"1.5"	"0.1"	"0.6"	"0.09090909090909091"	"36754"	"0"	"1"	"0"
"674"	"Semantic Segmentation"	"2001.0"	"1.0"	"0.0"	"951.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"6"	"1"	"0"	"0"
"675"	"Semantic Segmentation"	"2009.0"	"1.0"	"0.0"	"952.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"254"	"1"	"0"	"0"
"676"	"Semantic Segmentation"	"2011.0"	"1.0"	"0.0"	"953.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"359"	"1"	"0"	"0"
"677"	"Semantic Segmentation"	"2014.0"	"1.0"	"15.0"	"954.0"	"0.0"	"10.0"	"26.0"	"2001.0"	"1.5"	"inf"	"0.6"	"1.0"	"9766"	"1"	"0"	"0"
"678"	"Semantic Segmentation"	"2016.0"	"5.0"	"133.0"	"955.0"	"0.0"	"43.0"	"181.0"	"2001.0"	"3.0930232558139537"	"inf"	"0.7556818181818182"	"1.0"	"17276"	"1"	"0"	"0"
"679"	"Semantic Segmentation"	"2017.0"	"8.0"	"194.0"	"960.0"	"24.0"	"100.0"	"302.0"	"2001.0"	"1.94"	"0.3333333333333333"	"0.6598639455782312"	"0.25"	"23430"	"1"	"0"	"0"
"680"	"Semantic Segmentation"	"2018.0"	"4.0"	"328.0"	"968.0"	"62.0"	"193.0"	"525.0"	"2001.0"	"1.6994818652849741"	"0.06451612903225806"	"0.6295585412667947"	"0.06060606060606061"	"36754"	"1"	"0"	"0"
"681"	"Semantic Segmentation"	"2019.0"	"7.0"	"554.0"	"972.0"	"0.0"	"312.0"	"873.0"	"2001.0"	"1.7756410256410255"	"inf"	"0.6397228637413395"	"1.0"	"49025"	"1"	"0"	"0"
"682"	"Semantic Segmentation"	"2020.0"	"5.0"	"687.0"	"979.0"	"0.0"	"389.0"	"1081.0"	"2001.0"	"1.7660668380462725"	"inf"	"0.6384758364312267"	"1.0"	"63637"	"1"	"0"	"0"
"683"	"Semantic Segmentation"	"2021.0"	"3.0"	"416.0"	"984.0"	"0.0"	"277.0"	"696.0"	"2001.0"	"1.5018050541516246"	"inf"	"0.6002886002886003"	"1.0"	"37713"	"1"	"0"	"0"
"684"	"Semantic Similarity"	"2017.0"	"1.0"	"0.0"	"987.0"	"3.0"	"0.0"	"1.0"	"1995.0"	""	"0.3333333333333333"	""	"0.25"	"23430"	"0"	"1"	"0"
"685"	"Semantic Textual Similarity"	"2005.0"	"1.0"	"0.0"	"988.0"	"0.0"	"0.0"	"1.0"	"1995.0"	""	"inf"	""	"1.0"	"12"	"0"	"1"	"0"
"686"	"Semantic Textual Similarity"	"2014.0"	"1.0"	"6.0"	"989.0"	"0.0"	"1.0"	"8.0"	"1995.0"	"6.0"	"inf"	"0.8571428571428571"	"1.0"	"9766"	"0"	"1"	"0"
"687"	"Semantic Textual Similarity"	"2015.0"	"1.0"	"5.0"	"990.0"	"0.0"	"2.0"	"8.0"	"1995.0"	"2.5"	"inf"	"0.7142857142857143"	"1.0"	"12115"	"0"	"1"	"0"
"688"	"Semi-Supervised Image Classification"	"2011.0"	"1.0"	"0.0"	"991.0"	"0.0"	"0.0"	"1.0"	"2011.0"	""	"inf"	""	"1.0"	"359"	"1"	"0"	"1"
"689"	"Semi-Supervised Instance Segmentation"	"2020.0"	"1.0"	"0.0"	"992.0"	"0.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"1"	"0"	"0"
"690"	"Semi-Supervised Video Classification"	"2021.0"	"1.0"	"0.0"	"993.0"	"0.0"	"0.0"	"1.0"	"2021.0"	""	"inf"	""	"1.0"	"37713"	"1"	"0"	"0"
"691"	"Semi-Supervised Video Object Segmentation"	"2018.0"	"1.0"	"0.0"	"994.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"36754"	"1"	"0"	"0"
"692"	"Semi-Supervised Video Object Segmentation"	"2021.0"	"1.0"	"0.0"	"995.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"37713"	"1"	"0"	"0"
"693"	"Semi-supervised Anomaly Detection"	"2021.0"	"1.0"	"1.0"	"996.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"37713"	"1"	"0"	"0"
"694"	"Sentence Classification"	"2017.0"	"1.0"	"0.0"	"997.0"	"6.0"	"0.0"	"1.0"	"2012.0"	""	"0.16666666666666666"	""	"0.14285714285714285"	"23430"	"0"	"1"	"0"
"695"	"Sentence Classification"	"2019.0"	"1.0"	"3.0"	"998.0"	"0.0"	"1.0"	"5.0"	"2012.0"	"3.0"	"inf"	"0.75"	"1.0"	"49025"	"0"	"1"	"0"
