""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"483"	"Visual Question Answering"	"2021.0"	"1.0"	"72.0"	"0.0"	"176.0"	"249.0"	"2015.0"	"0.4090909090909091"	"inf"	"0.2903225806451613"	"1.0"	"37713"	"1"	"1"	"0"
"484"	"Visual Reasoning"	"2017.0"	"1.0"	"2.0"	"0.0"	"2.0"	"5.0"	"2015.0"	"1.0"	"inf"	"0.5"	"1.0"	"23430"	"1"	"0"	"0"
"485"	"Visual Speech Recognition"	"2019.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"49025"	"1"	"0"	"0"
"486"	"Word Embeddings"	"2018.0"	"2.0"	"8.0"	"0.0"	"14.0"	"24.0"	"2011.0"	"0.5714285714285714"	"inf"	"0.36363636363636365"	"1.0"	"36754"	"0"	"0"	"1"
"487"	"Word Sense Disambiguation"	"2016.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"17276"	"0"	"1"	"0"
"488"	"Word Sense Disambiguation"	"2017.0"	"1.0"	"0.0"	"0.0"	"5.0"	"6.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"0"	"1"	"0"
"489"	"Word Sense Disambiguation"	"2018.0"	"1.0"	"0.0"	"0.0"	"6.0"	"7.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"0"	"1"	"0"
"490"	"Word Sense Disambiguation"	"2020.0"	"1.0"	"4.0"	"0.0"	"13.0"	"18.0"	"2012.0"	"0.3076923076923077"	"inf"	"0.23529411764705882"	"1.0"	"63637"	"0"	"1"	"0"
"491"	"Zero-Shot Learning"	"2009.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"254"	"1"	"0"	"1"
"492"	"Zero-Shot Learning"	"2019.0"	"1.0"	"112.0"	"0.0"	"28.0"	"141.0"	"2009.0"	"4.0"	"inf"	"0.8"	"1.0"	"49025"	"1"	"0"	"1"
"493"	"indoor scene understanding"	"2017.0"	"1.0"	"1.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"494"	"2D Object Detection"	"2016.0"	"0.0"	"11.0"	"0.0"	"0.0"	"11.0"	"2013.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"495"	"2D Object Detection"	"2017.0"	"0.0"	"1.0"	"2.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"23430"	"1"	"0"	"0"
"496"	"2D Object Detection"	"2019.0"	"0.0"	"17.0"	"0.0"	"1.0"	"18.0"	"2013.0"	"17.0"	""	"0.9444444444444444"	""	"49025"	"1"	"0"	"0"
"497"	"2D Object Detection"	"2021.0"	"0.0"	"29.0"	"0.0"	"5.0"	"34.0"	"2013.0"	"5.8"	""	"0.8529411764705882"	""	"37713"	"1"	"0"	"0"
"498"	"3D Absolute Human Pose Estimation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"499"	"3D Absolute Human Pose Estimation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"500"	"3D Action Recognition"	"2019.0"	"0.0"	"1.0"	"0.0"	"2.0"	"3.0"	"2014.0"	"0.5"	""	"0.3333333333333333"	""	"49025"	"1"	"0"	"0"
"501"	"3D Action Recognition"	"2020.0"	"0.0"	"6.0"	"0.0"	"1.0"	"7.0"	"2014.0"	"6.0"	""	"0.8571428571428571"	""	"63637"	"1"	"0"	"0"
"502"	"3D Car Instance Understanding"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2018.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"503"	"3D Depth Estimation"	"2019.0"	"0.0"	"9.0"	"0.0"	"0.0"	"9.0"	"2009.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"504"	"3D Depth Estimation"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2009.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"505"	"3D FACE MODELING"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"0"
"506"	"3D FACE MODELING"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"507"	"3D FACE MODELING"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"9.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"508"	"3D FACE MODELING"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"509"	"3D Face Animation"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"1"	"0"
"510"	"3D Face Animation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"1"	"1"	"0"
"511"	"3D Face Reconstruction"	"2015.0"	"0.0"	"8.0"	"0.0"	"0.0"	"8.0"	"2014.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"512"	"3D Face Reconstruction"	"2017.0"	"0.0"	"15.0"	"1.0"	"4.0"	"19.0"	"2014.0"	"3.75"	"0.0"	"0.7894736842105263"	"0.0"	"23430"	"1"	"0"	"0"
"513"	"3D Face Reconstruction"	"2018.0"	"0.0"	"23.0"	"25.0"	"4.0"	"27.0"	"2014.0"	"5.75"	"0.0"	"0.8518518518518519"	"0.0"	"36754"	"1"	"0"	"0"
"514"	"3D Face Reconstruction"	"2020.0"	"0.0"	"26.0"	"0.0"	"11.0"	"37.0"	"2014.0"	"2.3636363636363638"	""	"0.7027027027027027"	""	"63637"	"1"	"0"	"0"
"515"	"3D Face Reconstruction"	"2021.0"	"0.0"	"14.0"	"0.0"	"4.0"	"18.0"	"2014.0"	"3.5"	""	"0.7777777777777778"	""	"37713"	"1"	"0"	"0"
"516"	"3D Hand Pose Estimation"	"2018.0"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"517"	"3D Hand Pose Estimation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"518"	"3D Human Pose Estimation"	"2018.0"	"0.0"	"10.0"	"5.0"	"0.0"	"10.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"519"	"3D Human Pose Estimation"	"2020.0"	"0.0"	"42.0"	"0.0"	"1.0"	"43.0"	"2010.0"	"42.0"	""	"0.9767441860465116"	""	"63637"	"1"	"0"	"0"
"520"	"3D Medical Imaging Segmentation"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"521"	"3D Medical Imaging Segmentation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"522"	"3D Multi-Person Pose Estimation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"523"	"3D Multi-Person Pose Estimation"	"2020.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"524"	"3D Object Classification"	"2018.0"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"525"	"3D Object Classification"	"2019.0"	"0.0"	"1.0"	"0.0"	"2.0"	"3.0"	"2016.0"	"0.5"	""	"0.3333333333333333"	""	"49025"	"1"	"0"	"0"
"526"	"3D Object Detection"	"2015.0"	"0.0"	"6.0"	"0.0"	"1.0"	"7.0"	"2012.0"	"6.0"	""	"0.8571428571428571"	""	"12115"	"1"	"0"	"0"
"527"	"3D Object Detection"	"2016.0"	"0.0"	"2.0"	"0.0"	"8.0"	"10.0"	"2012.0"	"0.25"	""	"0.2"	""	"17276"	"1"	"0"	"0"
"528"	"3D Object Detection"	"2017.0"	"0.0"	"10.0"	"6.0"	"8.0"	"18.0"	"2012.0"	"1.25"	"0.0"	"0.5555555555555556"	"0.0"	"23430"	"1"	"0"	"0"
"529"	"3D Object Detection"	"2018.0"	"0.0"	"19.0"	"5.0"	"21.0"	"40.0"	"2012.0"	"0.9047619047619048"	"0.0"	"0.475"	"0.0"	"36754"	"1"	"0"	"0"
"530"	"3D Object Detection"	"2020.0"	"0.0"	"81.0"	"0.0"	"76.0"	"157.0"	"2012.0"	"1.0657894736842106"	""	"0.5159235668789809"	""	"63637"	"1"	"0"	"0"
"531"	"3D Object Detection"	"2021.0"	"0.0"	"55.0"	"0.0"	"51.0"	"106.0"	"2012.0"	"1.0784313725490196"	""	"0.5188679245283019"	""	"37713"	"1"	"0"	"0"
"532"	"3D Reconstruction"	"2016.0"	"0.0"	"1.0"	"0.0"	"1.0"	"2.0"	"2008.0"	"1.0"	""	"0.5"	""	"17276"	"1"	"0"	"0"
"533"	"3D Reconstruction"	"2017.0"	"0.0"	"14.0"	"5.0"	"1.0"	"15.0"	"2008.0"	"14.0"	"0.0"	"0.9333333333333333"	"0.0"	"23430"	"1"	"0"	"0"
"534"	"3D Reconstruction"	"2020.0"	"0.0"	"40.0"	"0.0"	"10.0"	"50.0"	"2008.0"	"4.0"	""	"0.8"	""	"63637"	"1"	"0"	"0"
"535"	"3D Reconstruction"	"2021.0"	"0.0"	"19.0"	"0.0"	"7.0"	"26.0"	"2008.0"	"2.7142857142857144"	""	"0.7307692307692307"	""	"37713"	"1"	"0"	"0"
"536"	"3D Scene Reconstruction"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2008.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"537"	"3D Scene Reconstruction"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2008.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"538"	"3D Scene Reconstruction"	"2018.0"	"0.0"	"5.0"	"5.0"	"0.0"	"5.0"	"2008.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"539"	"3D Scene Reconstruction"	"2019.0"	"0.0"	"17.0"	"0.0"	"2.0"	"19.0"	"2008.0"	"8.5"	""	"0.8947368421052632"	""	"49025"	"1"	"0"	"0"
"540"	"3D Scene Reconstruction"	"2020.0"	"0.0"	"15.0"	"0.0"	"1.0"	"16.0"	"2008.0"	"15.0"	""	"0.9375"	""	"63637"	"1"	"0"	"0"
"541"	"3D Scene Reconstruction"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"6.0"	"2008.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"542"	"3D Semantic Segmentation"	"2017.0"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"23430"	"1"	"0"	"0"
"543"	"3D Semantic Segmentation"	"2018.0"	"0.0"	"7.0"	"5.0"	"0.0"	"7.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"544"	"3D Semantic Segmentation"	"2020.0"	"0.0"	"49.0"	"0.0"	"0.0"	"49.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"545"	"3D Shape Generation"	"2018.0"	"0.0"	"1.0"	"2.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"36754"	"1"	"0"	"0"
"546"	"3D Shape Generation"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"547"	"3D Shape Reconstruction"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"548"	"3D Shape Reconstruction"	"2020.0"	"0.0"	"4.0"	"0.0"	"2.0"	"6.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"63637"	"1"	"0"	"0"
"549"	"3D Shape Reconstruction From A Single 2D Image"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"550"	"6D Pose Estimation"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"551"	"6D Pose Estimation"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"17276"	"1"	"0"	"0"
"552"	"6D Pose Estimation"	"2020.0"	"0.0"	"27.0"	"0.0"	"0.0"	"27.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"553"	"6D Pose Estimation"	"2021.0"	"0.0"	"8.0"	"0.0"	"0.0"	"8.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"554"	"Abnormal Event Detection In Video"	"2020.0"	"0.0"	"1.0"	"0.0"	"3.0"	"4.0"	"2016.0"	"0.3333333333333333"	""	"0.25"	""	"63637"	"1"	"0"	"1"
"555"	"Abstractive Text Summarization"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	"9766"	"0"	"1"	"0"
"556"	"Abstractive Text Summarization"	"2017.0"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"23430"	"0"	"1"	"0"
"557"	"Abstractive Text Summarization"	"2019.0"	"0.0"	"2.0"	"0.0"	"1.0"	"3.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"49025"	"0"	"1"	"0"
"558"	"Abstractive Text Summarization"	"2020.0"	"0.0"	"2.0"	"0.0"	"1.0"	"3.0"	"2012.0"	"2.0"	""	"0.6666666666666666"	""	"63637"	"0"	"1"	"0"
"559"	"Abstractive Text Summarization"	"2021.0"	"0.0"	"2.0"	"0.0"	"6.0"	"8.0"	"2012.0"	"0.3333333333333333"	""	"0.25"	""	"37713"	"0"	"1"	"0"
"560"	"Action Classification"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2009.0"	"inf"	""	"1.0"	""	"6822"	"1"	"0"	"0"
"561"	"Action Classification"	"2014.0"	"0.0"	"3.0"	"0.0"	"2.0"	"5.0"	"2009.0"	"1.5"	""	"0.6"	""	"9766"	"1"	"0"	"0"
"562"	"Action Classification"	"2015.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2009.0"	"inf"	""	"1.0"	""	"12115"	"1"	"0"	"0"
"563"	"Action Classification"	"2016.0"	"0.0"	"11.0"	"0.0"	"3.0"	"14.0"	"2009.0"	"3.6666666666666665"	""	"0.7857142857142857"	""	"17276"	"1"	"0"	"0"
"564"	"Action Classification"	"2020.0"	"0.0"	"66.0"	"0.0"	"33.0"	"99.0"	"2009.0"	"2.0"	""	"0.6666666666666666"	""	"63637"	"1"	"0"	"0"
"565"	"Action Classification"	"2021.0"	"0.0"	"55.0"	"0.0"	"39.0"	"94.0"	"2009.0"	"1.4102564102564104"	""	"0.5851063829787234"	""	"37713"	"1"	"0"	"0"
"566"	"Action Detection"	"2016.0"	"0.0"	"1.0"	"0.0"	"8.0"	"9.0"	"2012.0"	"0.125"	""	"0.1111111111111111"	""	"17276"	"1"	"0"	"0"
"567"	"Action Detection"	"2017.0"	"0.0"	"12.0"	"8.0"	"23.0"	"35.0"	"2012.0"	"0.5217391304347826"	"0.0"	"0.34285714285714286"	"0.0"	"23430"	"1"	"0"	"0"
"568"	"Action Detection"	"2018.0"	"0.0"	"26.0"	"0.0"	"32.0"	"58.0"	"2012.0"	"0.8125"	""	"0.4482758620689655"	""	"36754"	"1"	"0"	"0"
"569"	"Action Detection"	"2019.0"	"0.0"	"14.0"	"0.0"	"25.0"	"39.0"	"2012.0"	"0.56"	""	"0.358974358974359"	""	"49025"	"1"	"0"	"0"
"570"	"Action Detection"	"2021.0"	"0.0"	"16.0"	"0.0"	"24.0"	"40.0"	"2012.0"	"0.6666666666666666"	""	"0.4"	""	"37713"	"1"	"0"	"0"
"571"	"Action Generation"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	"36754"	"1"	"1"	"0"
"572"	"Action Generation"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	""	"1.0"	""	"49025"	"1"	"1"	"0"
"573"	"Action Recognition"	"2019.0"	"0.0"	"90.0"	"0.0"	"123.0"	"213.0"	"2004.0"	"0.7317073170731707"	""	"0.4225352112676056"	""	"49025"	"1"	"0"	"0"
"574"	"Action Segmentation"	"2016.0"	"0.0"	"4.0"	"0.0"	"1.0"	"5.0"	"2014.0"	"4.0"	""	"0.8"	""	"17276"	"1"	"0"	"0"
"575"	"Action Segmentation"	"2017.0"	"0.0"	"6.0"	"6.0"	"0.0"	"6.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"23430"	"1"	"0"	"0"
"576"	"Action Segmentation"	"2018.0"	"0.0"	"10.0"	"0.0"	"0.0"	"10.0"	"2014.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"577"	"Action Segmentation"	"2019.0"	"0.0"	"15.0"	"0.0"	"0.0"	"15.0"	"2014.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"578"	"Action Segmentation"	"2020.0"	"0.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"579"	"Action Segmentation"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"580"	"Active Learning"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"1994.0"	"inf"	""	"1.0"	""	"23430"	"1"	"1"	"1"
"581"	"Active Learning"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"1994.0"	"inf"	""	"1.0"	""	"36754"	"1"	"1"	"1"
"582"	"Active Learning"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"1994.0"	"inf"	""	"1.0"	""	"63637"	"1"	"1"	"1"
"583"	"Activity Recognition"	"2020.0"	"0.0"	"2.0"	"0.0"	"21.0"	"23.0"	"2007.0"	"0.09523809523809523"	""	"0.08695652173913043"	""	"63637"	"1"	"0"	"0"
"584"	"Activity Recognition In Videos"	"2018.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"585"	"Activity Recognition In Videos"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"586"	"Activity Recognition In Videos"	"2020.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"587"	"Adversarial Attack"	"2016.0"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"17276"	"1"	"0"	"0"
"588"	"Adversarial Attack"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"2015.0"	"inf"	""	"1.0"	""	"23430"	"1"	"0"	"0"
"589"	"Adversarial Attack"	"2018.0"	"0.0"	"36.0"	"0.0"	"0.0"	"36.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"590"	"Adversarial Attack"	"2019.0"	"0.0"	"68.0"	"0.0"	"0.0"	"68.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"591"	"Adversarial Attack"	"2020.0"	"0.0"	"94.0"	"0.0"	"0.0"	"94.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"592"	"Adversarial Attack"	"2021.0"	"0.0"	"44.0"	"0.0"	"0.0"	"44.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"593"	"Adversarial Defense"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	"12115"	"0"	"0"	"0"
"594"	"Adversarial Defense"	"2016.0"	"0.0"	"4.0"	"7.0"	"0.0"	"4.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"17276"	"0"	"0"	"0"
"595"	"Adversarial Defense"	"2017.0"	"0.0"	"18.0"	"7.0"	"0.0"	"18.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"23430"	"0"	"0"	"0"
"596"	"Adversarial Defense"	"2018.0"	"0.0"	"42.0"	"0.0"	"0.0"	"42.0"	"2015.0"	"inf"	""	"1.0"	""	"36754"	"0"	"0"	"0"
"597"	"Adversarial Defense"	"2019.0"	"0.0"	"98.0"	"0.0"	"0.0"	"98.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"598"	"Adversarial Defense"	"2020.0"	"0.0"	"77.0"	"0.0"	"0.0"	"77.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"599"	"Adversarial Defense"	"2021.0"	"0.0"	"74.0"	"0.0"	"0.0"	"74.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"600"	"Anomaly Detection"	"2014.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2008.0"	"inf"	""	"1.0"	""	"9766"	"1"	"0"	"1"
"601"	"Anomaly Detection"	"2016.0"	"0.0"	"12.0"	"13.0"	"9.0"	"21.0"	"2008.0"	"1.3333333333333333"	"0.0"	"0.5714285714285714"	"0.0"	"17276"	"1"	"0"	"1"
"602"	"Anomaly Detection"	"2017.0"	"0.0"	"2.0"	"0.0"	"10.0"	"12.0"	"2008.0"	"0.2"	""	"0.16666666666666666"	""	"23430"	"1"	"0"	"1"
"603"	"Anomaly Detection"	"2020.0"	"0.0"	"170.0"	"0.0"	"48.0"	"218.0"	"2008.0"	"3.5416666666666665"	""	"0.7798165137614679"	""	"63637"	"1"	"0"	"1"
"604"	"Audio Generation"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2016.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"605"	"Autonomous Driving"	"2015.0"	"0.0"	"1.0"	"2.0"	"0.0"	"1.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"12115"	"1"	"0"	"0"
"606"	"Autonomous Driving"	"2018.0"	"0.0"	"4.0"	"0.0"	"13.0"	"17.0"	"2009.0"	"0.3076923076923077"	""	"0.23529411764705882"	""	"36754"	"1"	"0"	"0"
"607"	"Autonomous Driving"	"2019.0"	"0.0"	"22.0"	"0.0"	"38.0"	"60.0"	"2009.0"	"0.5789473684210527"	""	"0.36666666666666664"	""	"49025"	"1"	"0"	"0"
"608"	"Autonomous Driving"	"2021.0"	"0.0"	"30.0"	"0.0"	"55.0"	"85.0"	"2009.0"	"0.5454545454545454"	""	"0.35294117647058826"	""	"37713"	"1"	"0"	"0"
"609"	"Autonomous Navigation"	"2018.0"	"0.0"	"4.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	"36754"	"1"	"0"	"0"
"610"	"Autonomous Navigation"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"611"	"Autonomous Navigation"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"612"	"Autonomous Navigation"	"2021.0"	"0.0"	"11.0"	"0.0"	"0.0"	"11.0"	"2013.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"613"	"Autonomous Vehicles"	"2019.0"	"0.0"	"1.0"	"0.0"	"33.0"	"34.0"	"2015.0"	"0.030303030303030304"	""	"0.029411764705882353"	""	"49025"	"1"	"0"	"0"
"614"	"Bayesian Inference"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2003.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"1"
"615"	"Boundary Detection"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2001.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"616"	"Camera Localization"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"0"
"617"	"Camera Localization"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"618"	"Camera Localization"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"619"	"Code Documentation Generation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	"63637"	"0"	"1"	"0"
"620"	"Code Documentation Generation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	"37713"	"0"	"1"	"0"
"621"	"Community Detection"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2009.0"	"inf"	""	"1.0"	""	"23430"	"0"	"0"	"0"
"622"	"Community Detection"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"3.0"	"2009.0"	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"623"	"Community Detection"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2009.0"	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"624"	"Community Detection"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2009.0"	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"625"	"Computed Tomography (CT)"	"2020.0"	"0.0"	"1.0"	"0.0"	"14.0"	"15.0"	"2013.0"	"0.07142857142857142"	""	"0.06666666666666667"	""	"63637"	"0"	"0"	"1"
"626"	"Computed Tomography (CT)"	"2021.0"	"0.0"	"1.0"	"0.0"	"8.0"	"9.0"	"2013.0"	"0.125"	""	"0.1111111111111111"	""	"37713"	"0"	"0"	"1"
