""	"task"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"CV"	"NLP"	"Methodology"
"755"	"Fish Detection"	"0.0"	"8.0"	"2.0"	"0.0"	"8.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"756"	"Fraud Detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"757"	"Generalizable Person Re-identification"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"758"	"Generalized Few-Shot Classification"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"759"	"Generalized Few-Shot Learning"	"0.0"	"20.0"	"2.0"	"0.0"	"20.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"760"	"Generalized Zero-Shot Learning"	"0.0"	"147.0"	"3.0"	"0.0"	"147.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"761"	"Generalized Zero-Shot Object Detection"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"762"	"Generating 3D Point Clouds"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"763"	"Goal-Oriented Dialog"	"0.0"	"9.0"	"5.0"	"0.0"	"9.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"764"	"Graph Clustering"	"0.0"	"34.0"	"3.0"	"0.0"	"34.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"765"	"Graph Generation"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"766"	"Graph Matching"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2007.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"767"	"Graph Question Answering"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"768"	"Graph Similarity"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"769"	"Graph-to-Sequence"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"770"	"Grayscale Image Denoising"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"771"	"Group Anomaly Detection"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"772"	"Hand Joint Reconstruction"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"773"	"Hand Keypoint Localization"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"774"	"Handwritten Digit Recognition"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"1"
"775"	"Hard-label Attack"	"0.0"	"8.0"	"2.0"	"0.0"	"8.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"776"	"Heartbeat Classification"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"777"	"Heterogeneous Face Recognition"	"0.0"	"15.0"	"6.0"	"0.0"	"15.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"778"	"Hierarchical Reinforcement Learning"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"1999.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"779"	"Hierarchical Text Classification of Blurbs (GermEval 2019)"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"780"	"Hippocampus"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2008.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"781"	"Horizon Line Estimation"	"0.0"	"8.0"	"1.0"	"0.0"	"8.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"782"	"Hyperparameter Optimization"	"0.0"	"216.0"	"10.0"	"0.0"	"216.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"783"	"Image Animation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"0"
"784"	"Image Clustering"	"0.0"	"422.0"	"13.0"	"0.0"	"422.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"785"	"Image Compression"	"0.0"	"93.0"	"7.0"	"0.0"	"93.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"786"	"Image Compression Artifact Reduction"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"787"	"Image Inpainting"	"0.0"	"337.0"	"16.0"	"0.0"	"337.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"788"	"Image Instance Retrieval"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"789"	"Image Interpolation"	"0.0"	"31.0"	"7.0"	"0.0"	"31.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"790"	"Image Outpainting"	"0.0"	"11.0"	"3.0"	"0.0"	"11.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"791"	"Image Quality Assessment"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"792"	"Image Registration"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2006.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"793"	"Image Retrieval with Multi-Modal Query"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"794"	"Image Stylization"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"795"	"Imputation"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"796"	"Incremental Learning"	"0.0"	"293.0"	"3.0"	"0.0"	"293.0"	"2007.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"797"	"Indoor Localization"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"798"	"Indoor Monocular Depth Estimation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"799"	"Indoor Scene Reconstruction"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"800"	"Indoor Scene Synthesis"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"801"	"Inductive knowledge graph completion"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"802"	"Interactive Evaluation of Dialog"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"803"	"Interactive Segmentation"	"0.0"	"68.0"	"3.0"	"0.0"	"68.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"804"	"Intrinsic Image Decomposition"	"0.0"	"8.0"	"1.0"	"0.0"	"8.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"805"	"Intrusion Detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"806"	"Irregular Text Recognition"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"1"
"807"	"JPEG Artifact Correction"	"0.0"	"8.0"	"1.0"	"0.0"	"8.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"808"	"Joint Demosaicing and Denoising"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"809"	"Jpeg Compression Artifact Reduction"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"810"	"K-complex detection"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"811"	"KG-to-Text Generation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"812"	"Knowledge Base Question Answering"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"813"	"Layout-to-Image Generation"	"0.0"	"19.0"	"3.0"	"0.0"	"19.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"814"	"Learning Representation On Graph"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"815"	"Learning Semantic Representations"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"816"	"Learning Word Embeddings"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"817"	"Learning with noisy labels"	"0.0"	"11.0"	"5.0"	"0.0"	"11.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"1"
"818"	"Lesion Classification"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"819"	"Lexical Simplification"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"820"	"Low Resource Named Entity Recognition"	"0.0"	"8.0"	"2.0"	"0.0"	"8.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"821"	"Lung Nodule Classification"	"0.0"	"15.0"	"1.0"	"0.0"	"15.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"822"	"Lung Nodule Detection"	"0.0"	"30.0"	"2.0"	"0.0"	"30.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"823"	"Lung Nodule Segmentation"	"0.0"	"18.0"	"3.0"	"0.0"	"18.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"824"	"Material Classification"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"825"	"Medical Object Detection"	"0.0"	"6.0"	"2.0"	"0.0"	"6.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"826"	"Method name prediction"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"827"	"Micro-Expression Recognition"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"828"	"Micro-Expression Spotting"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"829"	"Minecraft"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"830"	"Missing Elements"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2007.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"831"	"Model-based Reinforcement Learning"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2007.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"832"	"Monocular 3D Object Localization"	"0.0"	"8.0"	"1.0"	"0.0"	"8.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"833"	"Morphological Analysis"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"834"	"Motion Compensation"	"0.0"	"20.0"	"5.0"	"0.0"	"20.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"835"	"Multi-Label Image Retrieval"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"836"	"Multi-Modal Document Classification"	"0.0"	"5.0"	"3.0"	"0.0"	"5.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"837"	"Multi-Oriented Scene Text Detection"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"838"	"Multi-Person Pose Estimation and Tracking"	"0.0"	"14.0"	"1.0"	"0.0"	"14.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"839"	"Multi-Source Unsupervised Domain Adaptation"	"0.0"	"22.0"	"2.0"	"0.0"	"22.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"840"	"Multi-View 3D Shape Retrieval"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"841"	"Multi-agent Reinforcement Learning"	"0.0"	"8.0"	"3.0"	"0.0"	"8.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"842"	"Multi-domain Dialogue State Tracking"	"0.0"	"21.0"	"1.0"	"0.0"	"21.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"843"	"Multi-label zero-shot learning"	"0.0"	"12.0"	"2.0"	"0.0"	"12.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"844"	"Multi-modal Subspace Clustering"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"845"	"Multi-object discovery"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"846"	"Multi-target Domain Adaptation"	"0.0"	"23.0"	"3.0"	"0.0"	"23.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"847"	"Multi-view Subspace Clustering"	"0.0"	"7.0"	"3.0"	"0.0"	"7.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"848"	"Multimodal Deep Learning"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"1"
"849"	"Multimodal Text and Image Classification"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"1"
"850"	"Multiple Action Detection"	"0.0"	"6.0"	"2.0"	"0.0"	"6.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"851"	"Multivariate Time Series Imputation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"852"	"Music Auto-Tagging"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"853"	"Music Classification"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"854"	"Music Modeling"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"855"	"Myocardial infarction detection"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"856"	"NLP based Person Retrival"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"857"	"Natural Language Inference (Few-Shot)"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"858"	"Natural Language Inference (One-Shot)"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"859"	"Natural Language Inference (Zero-Shot)"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"860"	"Natural Language Moment Retrieval"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"861"	"Network Pruning"	"0.0"	"468.0"	"4.0"	"0.0"	"468.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"862"	"Neural Network Compression"	"0.0"	"151.0"	"2.0"	"0.0"	"151.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"863"	"Neural Rendering"	"0.0"	"7.0"	"4.0"	"0.0"	"7.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"864"	"No-Reference Image Quality Assessment"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"865"	"Node Clustering"	"0.0"	"26.0"	"4.0"	"0.0"	"26.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"866"	"Nonhomogeneous Image Dehazing"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"867"	"Novel View Synthesis"	"0.0"	"39.0"	"3.0"	"0.0"	"39.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"868"	"Object Detection In Indoor Scenes"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"869"	"Object Discovery In Videos"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"870"	"Object Proposal Generation"	"0.0"	"56.0"	"7.0"	"0.0"	"56.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"871"	"Occluded 3D Object Symmetry Detection"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"872"	"One-Shot Object Detection"	"0.0"	"30.0"	"4.0"	"0.0"	"30.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"873"	"One-shot Unsupervised Domain Adaptation"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"874"	"One-shot visual object segmentation"	"0.0"	"71.0"	"2.0"	"0.0"	"71.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"875"	"Online Clustering"	"0.0"	"19.0"	"7.0"	"0.0"	"19.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"876"	"Online Multi-Object Tracking"	"0.0"	"32.0"	"1.0"	"0.0"	"32.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"877"	"Open Information Extraction"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"878"	"Open World Object Detection"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"879"	"Out-of-Distribution Detection"	"0.0"	"385.0"	"6.0"	"0.0"	"385.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"880"	"Partial Domain Adaptation"	"0.0"	"69.0"	"7.0"	"0.0"	"69.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"881"	"Passage Re-Ranking"	"0.0"	"30.0"	"1.0"	"0.0"	"30.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"882"	"Personalized Federated Learning"	"0.0"	"36.0"	"3.0"	"0.0"	"36.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"883"	"Photo geolocation estimation"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"884"	"Phrase Ranking"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"885"	"Phrase Tagging"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"886"	"Physical Attribute Prediction"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"887"	"Plane Instance Segmentation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"888"	"Point Processes"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"889"	"Point Set Upsampling"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"890"	"Pose Prediction"	"0.0"	"22.0"	"4.0"	"0.0"	"22.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"891"	"Pose Retrieval"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"892"	"Pose Transfer"	"0.0"	"97.0"	"6.0"	"0.0"	"97.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"893"	"Pose-Guided Image Generation"	"0.0"	"12.0"	"3.0"	"0.0"	"12.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"894"	"Predicate Detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"895"	"Prepositional Phrase Attachment"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"1998.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"896"	"Provable Adversarial Defense"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"897"	"ROI-based image generation"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"898"	"Radiologist Binary Classification"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"899"	"Re-Ranking"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"900"	"Reading Comprehension (Few-Shot)"	"0.0"	"6.0"	"3.0"	"0.0"	"6.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"901"	"Reading Comprehension (One-Shot)"	"0.0"	"6.0"	"3.0"	"0.0"	"6.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"902"	"Reading Comprehension (Zero-Shot)"	"0.0"	"6.0"	"3.0"	"0.0"	"6.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"903"	"Real-Time Multi-Object Tracking"	"0.0"	"12.0"	"3.0"	"0.0"	"12.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"904"	"Real-Time Object Detection"	"0.0"	"196.0"	"7.0"	"0.0"	"196.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"905"	"Real-Time Visual Tracking"	"0.0"	"21.0"	"3.0"	"0.0"	"21.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"906"	"Real-time Instance Segmentation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"907"	"Recognizing And Localizing Human Actions"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"908"	"Relational Pattern Learning"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
