""	"task"	"gini"	"pielou"	"simpson"	"task_size"	"CV"	"NLP"	"Methodology"
"1240"	"Traffic Prediction"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"1241"	"Traffic Sign Detection"	"0.5"	"0.8112781244591328"	"0.8"	"4"	"1"	"0"	"0"
"1242"	"Traffic Sign Recognition"	"0.8390804597701149"	"0.3928455881781289"	"0.33320126782884313"	"29"	"1"	"0"	"0"
"1243"	"Trajectory Forecasting"	"0.44680851063829785"	"0.8550207928054409"	"0.6933458882611426"	"47"	"1"	"0"	"0"
"1244"	"Trajectory Modeling"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1245"	"Trajectory Prediction"	"0.7307359307359307"	"0.6722788145826689"	"0.2568890814558059"	"154"	"1"	"0"	"0"
"1246"	"Transfer Learning"	"0.9534883720930233"	"0.15935006268563445"	"0.5237960339943343"	"43"	"0"	"0"	"1"
"1247"	"Transition-Based Dependency Parsing"	"0.5789473684210527"	"0.7424875695421236"	"0.7489626556016596"	"19"	"0"	"1"	"0"
"1248"	"Transliteration"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"0"	"1"	"0"
"1249"	"Triple Classification"	"0.8181818181818182"	"0.43949698692151334"	"0.5990099009900991"	"11"	"0"	"0"	"0"
"1250"	"Tumor Segmentation"	"0.670995670995671"	"0.659308651908265"	"0.3143764434180138"	"33"	"1"	"0"	"0"
"1251"	"Tweet Retrieval"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"1252"	"Twitter Sentiment Analysis"	"0.40740740740740744"	"0.8763576394898526"	"0.75"	"9"	"0"	"1"	"0"
"1253"	"Two-sample testing"	""	""	"1.0"	"1"	"0"	"0"	"1"
"1254"	"Unconstrained Lip-synchronization"	"0.4"	"0.8649735207179273"	"0.7575757575757575"	"5"	"1"	"0"	"0"
"1255"	"Univariate Time Series Forecasting"	"0.3333333333333333"	"0.8962406251802889"	"0.7499999999999999"	"6"	"0"	"0"	"0"
"1256"	"Universal Domain Adaptation"	"0.2"	"0.9724616681466847"	"0.9426847662141778"	"25"	"1"	"0"	"0"
"1257"	"Unseen Object Instance Segmentation"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"1258"	"Unsupervised Anomaly Detection"	"0.5046153846153847"	"0.8564763784397106"	"0.541125541125541"	"50"	"1"	"0"	"1"
"1259"	"Unsupervised Dependency Parsing"	"0.7142857142857143"	"0.5916727785823274"	"0.6621621621621622"	"7"	"0"	"1"	"0"
"1260"	"Unsupervised Domain Adaptation"	"0.687001223990208"	"0.7741441743461699"	"0.34698420619471715"	"1075"	"1"	"0"	"1"
"1261"	"Unsupervised Domain Expansion"	""	""	"1.0"	"1"	"0"	"0"	"1"
"1262"	"Unsupervised Facial Landmark Detection"	"0.17333333333333334"	"0.9787029057127591"	"0.9469696969696969"	"25"	"1"	"0"	"0"
"1263"	"Unsupervised Image Classification"	"0.5141700404858299"	"0.8394746934501023"	"0.540959040959041"	"57"	"1"	"0"	"1"
"1264"	"Unsupervised Image Segmentation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1265"	"Unsupervised Image-To-Image Translation"	"0.2973856209150327"	"0.9373028343644936"	"0.7069855939113889"	"51"	"1"	"0"	"0"
"1266"	"Unsupervised KG-to-text"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1267"	"Unsupervised MNIST"	""	""	"1.0"	"8"	"0"	"0"	"1"
"1268"	"Unsupervised Machine Translation"	"0.4032258064516129"	"0.851658095674865"	"0.7198501872659178"	"31"	"0"	"1"	"0"
"1269"	"Unsupervised Object Segmentation"	"0.3333333333333333"	"0.9211854965885543"	"0.8166666666666667"	"7"	"1"	"0"	"0"
"1270"	"Unsupervised Part-Of-Speech Tagging"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1271"	"Unsupervised Person Re-Identification"	"0.5619047619047619"	"0.7935409037352529"	"0.5429162357807653"	"105"	"1"	"0"	"0"
"1272"	"Unsupervised Pre-training"	""	""	"1.0"	"1"	"0"	"0"	"1"
"1273"	"Unsupervised Representation Learning"	"0.16666666666666666"	"0.9697238998682473"	"0.8999999999999998"	"6"	"0"	"0"	"1"
"1274"	"Unsupervised Semantic Segmentation"	"0.2619047619047619"	"0.9517961807358447"	"0.8181818181818181"	"12"	"1"	"0"	"0"
"1275"	"Unsupervised Text Style Transfer"	""	""	"1.0"	"3"	"0"	"0"	"0"
"1276"	"Unsupervised Video Object Segmentation"	"0.5086580086580087"	"0.8350279144506992"	"0.6100840336134453"	"132"	"1"	"0"	"0"
"1277"	"Unsupervised Video Summarization"	"0.6363636363636364"	"0.6881253043884294"	"0.6157760814249365"	"22"	"1"	"0"	"0"
"1278"	"Unsupervised semantic parsing"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1279"	"VIDEO MATTING"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1280"	"Valence Estimation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1281"	"Variable misuse"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"1282"	"Variational Inference"	""	""	"1.0"	"4"	"0"	"0"	"0"
"1283"	"Vector Graphics Animation"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1284"	"Vehicle Key-Point and Orientation Estimation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1285"	"Vehicle Pose Estimation"	"0.6935483870967741"	"0.6353421061365232"	"0.40463157894736845"	"31"	"1"	"0"	"0"
"1286"	"Vehicle Re-Identification"	"0.5131782945736434"	"0.8249125704413848"	"0.6083570958543539"	"129"	"1"	"0"	"0"
"1287"	"Veracity Classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1288"	"Video Alignment"	"0.6666666666666666"	"0.6500224216483541"	"0.6923076923076922"	"6"	"1"	"0"	"0"
"1289"	"Video Captioning"	"0.7580128205128205"	"0.6531118387485194"	"0.24426653417495683"	"208"	"1"	"0"	"0"
"1290"	"Video Classification"	"0.8347830575845959"	"0.6026684737336762"	"0.10578071229822202"	"1462"	"1"	"0"	"0"
"1291"	"Video Compression"	"0.3189655172413793"	"0.9395565650029837"	"0.7169650468883205"	"29"	"1"	"0"	"0"
"1292"	"Video Compressive Sensing"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1293"	"Video Deinterlacing"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1294"	"Video Denoising"	"0.4166666666666667"	"0.875"	"0.7272727272727273"	"8"	"1"	"0"	"0"
"1295"	"Video Description"	"0.5380281690140846"	"0.842580001835834"	"0.47809180576631266"	"71"	"1"	"0"	"0"
"1296"	"Video Enhancement"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1297"	"Video Forensics"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1298"	"Video Frame Interpolation"	"0.6253968253968255"	"0.733892236403856"	"0.401148969889065"	"45"	"1"	"0"	"0"
"1299"	"Video Generation"	"0.6145833333333334"	"0.7769002192827217"	"0.40686586141131603"	"80"	"1"	"0"	"0"
"1300"	"Video Inpainting"	"0.5555555555555556"	"0.7734685548763434"	"0.6050420168067225"	"24"	"1"	"0"	"0"
"1301"	"Video Instance Segmentation"	"0.8333333333333334"	"0.4138168503036338"	"0.5901639344262296"	"24"	"1"	"0"	"0"
"1302"	"Video Object Detection"	"0.5555555555555556"	"0.8083527598410198"	"0.37327188940092165"	"54"	"1"	"0"	"0"
"1303"	"Video Object Segmentation"	"0.7805125889127243"	"0.6300843438088476"	"0.2614842044624777"	"521"	"1"	"0"	"0"
"1304"	"Video Object Tracking"	"0.4329501915708812"	"0.8902394667757343"	"0.6419847328244274"	"29"	"1"	"0"	"0"
"1305"	"Video Prediction"	"0.6827262044653349"	"0.7392664727657552"	"0.3010114335971856"	"148"	"1"	"0"	"0"
"1306"	"Video Quality Assessment"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1307"	"Video Question Answering"	"0.5892857142857143"	"0.8124113558296885"	"0.43727034120734914"	"119"	"1"	"0"	"0"
"1308"	"Video Recognition"	"0.7212676594119892"	"0.699375447302574"	"0.2179219937002039"	"194"	"1"	"0"	"0"
"1309"	"Video Reconstruction"	"0.25"	"0.9528195311147831"	"0.8888888888888888"	"8"	"1"	"0"	"0"
"1310"	"Video Retrieval"	"0.6008403361344538"	"0.8273292240419539"	"0.3674013326499231"	"224"	"1"	"0"	"0"
"1311"	"Video Saliency Detection"	"0.2"	"0.9683925140412224"	"0.9"	"9"	"1"	"0"	"0"
"1312"	"Video Salient Object Detection"	"0.5194805194805194"	"0.8472958532385735"	"0.5600000000000002"	"84"	"1"	"0"	"0"
"1313"	"Video Segmentation"	"0.8695652173913044"	"0.3237837983572334"	"0.39804364183596697"	"23"	"1"	"0"	"0"
"1314"	"Video Semantic Segmentation"	"0.6141732283464567"	"0.6890075753600233"	"0.5532155719430629"	"127"	"1"	"0"	"0"
"1315"	"Video Similarity"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"1316"	"Video Story QA"	""	""	"1.0"	"3"	"1"	"0"	"0"
"1317"	"Video Summarization"	"0.7154716981132075"	"0.5858557613968807"	"0.11109353371564172"	"106"	"1"	"0"	"0"
"1318"	"Video Super-Resolution"	"0.334375"	"0.9411914634600762"	"0.7469654528478058"	"40"	"1"	"0"	"0"
"1319"	"Video Synchronization"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1320"	"Video Understanding"	"0.6540697674418605"	"0.7948812586630014"	"0.26163050351313943"	"344"	"1"	"0"	"0"
"1321"	"Video-Based Person Re-Identification"	"0.855072463768116"	"0.3805146709088933"	"0.1870873939012889"	"69"	"1"	"0"	"0"
"1322"	"Video-Text Retrieval"	"0.44166666666666665"	"0.8793363555366275"	"0.6097560975609756"	"30"	"1"	"0"	"0"
"1323"	"Video-to-Video Synthesis"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"1324"	"Vietnamese Aspect-Based Sentiment Analysis"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1325"	"Vietnamese Machine Reading Comprehension"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1326"	"Vietnamese Sentiment Analysis"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1327"	"Viewpoint Estimation"	""	""	"1.0"	"23"	"1"	"0"	"0"
"1328"	"Virtual Try-on"	"0.7560975609756098"	"0.5604124482731713"	"0.34977111943404077"	"41"	"1"	"0"	"0"
"1329"	"Vision and Language Navigation"	"0.36111111111111116"	"0.8983741916842144"	"0.6857142857142858"	"12"	"0"	"0"	"0"
"1330"	"Vision-Language Navigation"	"0.8333333333333334"	"0.4138168503036338"	"0.5901639344262296"	"12"	"1"	"0"	"0"
"1331"	"Visual Commonsense Reasoning"	"0.7142857142857143"	"0.5867410166952145"	"0.4260869565217391"	"28"	"1"	"0"	"0"
"1332"	"Visual Crowd Analysis"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1333"	"Visual Dialog"	"0.7840909090909092"	"0.5465522854741475"	"0.24719101123595508"	"66"	"1"	"1"	"0"
"1334"	"Visual Entailment"	""	""	"1.0"	"5"	"0"	"0"	"0"
"1335"	"Visual Localization"	"0.6376068376068377"	"0.6925095213956681"	"0.27551020408163257"	"45"	"1"	"0"	"0"
"1336"	"Visual Navigation"	"0.5318181818181819"	"0.8257114834725432"	"0.4756756756756756"	"44"	"0"	"0"	"0"
"1337"	"Visual Object Tracking"	"0.6349544072948329"	"0.7759895814619969"	"0.3970063416262291"	"329"	"1"	"0"	"0"
"1338"	"Visual Odometry"	"0.8246687054026504"	"0.4883290881523215"	"0.19897839557863004"	"109"	"0"	"0"	"0"
"1339"	"Visual Place Recognition"	"0.6222222222222221"	"0.6931115959621321"	"0.40298507462686556"	"18"	"1"	"0"	"0"
"1340"	"Visual Question Answering"	"0.7858467487373737"	"0.6711964607386092"	"0.12079680783866645"	"1584"	"1"	"1"	"0"
"1341"	"Visual Reasoning"	"0.5125858123569794"	"0.8685303008594252"	"0.529"	"92"	"1"	"0"	"0"
"1342"	"Visual Relationship Detection"	"0.9375"	"0.20062232431271465"	"0.5322245322245323"	"32"	"0"	"0"	"0"
"1343"	"Visual Social Relationship Recognition"	""	""	"1.0"	"3"	"1"	"0"	"0"
"1344"	"Visual Speech Recognition"	"0.3333333333333333"	"0.9155385080075168"	"0.8"	"12"	"1"	"0"	"0"
"1345"	"Visual Storytelling"	"0.92"	"0.24229218908241482"	"0.5415944540727903"	"25"	"0"	"1"	"0"
"1346"	"Visual Tracking"	"0.7104696251615683"	"0.6796600036075783"	"0.36718956188968055"	"422"	"1"	"0"	"0"
"1347"	"Voice Anti-spoofing"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1348"	"Voice Conversion"	""	""	"1.0"	"3"	"0"	"0"	"0"
"1349"	"Volumetric Medical Image Segmentation"	"0.26666666666666666"	"0.94268071481726"	"0.7936507936507935"	"10"	"1"	"0"	"0"
"1350"	"Weakly Supervised Action Localization"	"0.6885245901639346"	"0.6465000016900067"	"0.39997850155863696"	"61"	"1"	"0"	"0"
"1351"	"Weakly Supervised Action Segmentation (Transcript)"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1352"	"Weakly Supervised Classification"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"1353"	"Weakly Supervised Defect Detection"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"0"	"0"
"1354"	"Weakly Supervised Object Detection"	"0.6000000000000001"	"0.7661543376139099"	"0.478853815507202"	"125"	"1"	"0"	"0"
"1355"	"Weakly-Supervised Action Recognition"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"1"	"0"	"0"
"1356"	"Weakly-Supervised Named Entity Recognition"	"0.3888888888888889"	"0.8866828800015341"	"0.7043478260869566"	"9"	"0"	"0"	"0"
"1357"	"Weakly-Supervised Object Localization"	"0.4605263157894737"	"0.8509078832402139"	"0.6475336322869956"	"38"	"1"	"0"	"0"
"1358"	"Weakly-Supervised Semantic Segmentation"	"0.6652046783625731"	"0.6862047114013466"	"0.22539130434782612"	"72"	"1"	"0"	"0"
"1359"	"Weakly-supervised 3D Human Pose Estimation"	"0.3737373737373737"	"0.9048891138982359"	"0.7845821325648416"	"33"	"1"	"0"	"0"
"1360"	"Weakly-supervised Temporal Action Localization"	"0.7016949152542373"	"0.6056777194803885"	"0.4088560018792577"	"59"	"1"	"0"	"0"
"1361"	"Weakly-supervised instance segmentation"	""	""	"1.0"	"3"	"1"	"0"	"0"
"1362"	"Weather Forecasting"	"0.2857142857142857"	"0.9165164431996023"	"0.7538461538461539"	"7"	"0"	"0"	"0"
"1363"	"Webcam (RGB) image classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1364"	"Wildly Unsupervised Domain Adaptation"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"1"
"1365"	"Word Alignment"	"0.8"	"0.46899559358928117"	"0.6097560975609756"	"10"	"0"	"1"	"0"
"1366"	"Word Embeddings"	"0.700752298690443"	"0.7051293091257422"	"0.16015864369850893"	"194"	"0"	"0"	"1"
"1367"	"Word Sense Disambiguation"	"0.6863330843913368"	"0.700433465013313"	"0.28978421196394427"	"103"	"0"	"1"	"0"
"1368"	"Word Sense Induction"	"0.5555555555555556"	"0.7725068857142602"	"0.6585365853658537"	"9"	"0"	"1"	"0"
"1369"	"Word Spotting In Handwritten Documents"	""	""	"1.0"	"2"	"1"	"1"	"1"
"1370"	"Wrong binary operator"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1371"	"Zero Shot Skeletal Action Recognition"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1372"	"Zero-Shot Cross-Lingual Transfer"	"0.3888888888888889"	"0.911373810573491"	"0.7013698630136986"	"32"	"0"	"1"	"0"
"1373"	"Zero-Shot Cross-Modal Retrieval"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"1374"	"Zero-Shot Environment Sound Classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1375"	"Zero-Shot Human-Object Interaction Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1376"	"Zero-Shot Learning"	"0.8445040214477212"	"0.4874245830976193"	"0.20551571328335608"	"373"	"1"	"0"	"1"
"1377"	"Zero-Shot Learning + Domain Generalization"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1378"	"Zero-Shot Object Detection"	"0.5357142857142857"	"0.7783853970487746"	"0.5297297297297296"	"14"	"1"	"0"	"0"
"1379"	"Zero-Shot Text-to-Image Generation"	""	""	"1.0"	"2"	"0"	"1"	"0"
"1380"	"Zero-Shot Transfer Image Classification"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1381"	"Zero-Shot Video Object Segmentation"	"0.2533333333333333"	"0.9566504715755693"	"0.8720930232558138"	"15"	"1"	"0"	"0"
"1382"	"class-incremental learning"	"0.7056277056277057"	"0.6592286845098051"	"0.3769470404984424"	"77"	"1"	"0"	"1"
"1383"	"cross-domain few-shot learning"	""	""	"1.0"	"9"	"1"	"0"	"0"
"1384"	"dialogue summary"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1385"	"eXtreme-Video-Frame-Interpolation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1386"	"graph construction"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"1387"	"graph partitioning"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1388"	"hand-object pose"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1389"	"indoor scene understanding"	"0.34444444444444444"	"0.9284318117920505"	"0.7407407407407407"	"20"	"1"	"0"	"0"
"1390"	"lifetime image denoising"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1391"	"motion prediction"	"0.5714285714285714"	"0.6845538347520728"	"0.37984496124031003"	"14"	"1"	"0"	"0"
"1392"	"multi-word expression embedding"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1393"	"multi-word expression sememe prediction"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1394"	"severity prediction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1395"	"text-based games"	"0.6666666666666666"	"0.6500224216483541"	"0.6923076923076922"	"6"	"0"	"0"	"0"
"1396"	"whole slide images"	"0.0"	"1.0"	"1.0"	"4"	"1"	"0"	"0"
