""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"num_converted_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"conversion_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"1099"	"Chinese Reading Comprehension"	"2019.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1100"	"Chinese Reading Comprehension"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2016.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1101"	"Chinese Sentence Pair Classification"	"2019.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2019.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1102"	"Chunking"	"2012.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"1998.0"	"inf"	""	"1.0"	""	""	"4725"	"0"	"1"	"0"
"1103"	"Chunking"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1998.0"	"inf"	""	"1.0"	""	""	"6815"	"0"	"1"	"0"
"1104"	"Chunking"	"2014.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"1998.0"	"inf"	""	"1.0"	""	""	"9769"	"0"	"1"	"0"
"1105"	"Chunking"	"2015.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"1998.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"1"	"0"
"1106"	"Chunking"	"2016.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"1998.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"1"	"0"
"1107"	"Chunking"	"2017.0"	"0.0"	"6.0"	"0.0"	"4.0"	"0.0"	"0.0"	"6.0"	"1998.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"23433"	"0"	"1"	"0"
"1108"	"Chunking"	"2018.0"	"0.0"	"12.0"	"0.0"	"3.0"	"0.0"	"0.0"	"12.0"	"1998.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"0"	"1"	"0"
"1109"	"Chunking"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"1998.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"1110"	"Chunking"	"2020.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"1998.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1111"	"Chunking"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"1998.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1112"	"Citation Intent Classification"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"1"	"0"
"1113"	"Citation Intent Classification"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1114"	"Classification with Binary Neural Network"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"0"	"0"
"1115"	"Classification with Binary Neural Network"	"2019.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1116"	"Classification with Binary Neural Network"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1117"	"Classification with Binary Neural Network"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1118"	"Classification with Binary Weight Network"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1119"	"Classify 3D Point Clouds"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2018.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"1120"	"Classify 3D Point Clouds"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2018.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1121"	"Click-Through Rate Prediction"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"0"	"0"
"1122"	"Click-Through Rate Prediction"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"0"	"0"
"1123"	"Click-Through Rate Prediction"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"0"	"0"
"1124"	"Click-Through Rate Prediction"	"2019.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1125"	"Click-Through Rate Prediction"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1126"	"Click-Through Rate Prediction"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1127"	"Cloud Removal"	"2017.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1128"	"Cloze (multi-choices) (Few-Shot)"	"2021.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1129"	"Cloze (multi-choices) (One-Shot)"	"2021.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1130"	"Cloze (multi-choices) (Zero-Shot)"	"2021.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1131"	"Clustering Algorithms Evaluation"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"1"
"1132"	"Clustering Ensemble"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2011.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1133"	"Code Documentation Generation"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1134"	"Code Documentation Generation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1135"	"Coherence Evaluation"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1136"	"Color Constancy"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"1137"	"Color Image Denoising"	"2016.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"0"
"1138"	"Color Image Denoising"	"2017.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2013.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1139"	"Color Image Denoising"	"2018.0"	"0.0"	"3.0"	"0.0"	"7.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"1"	"0"	"0"
"1140"	"Color Image Denoising"	"2019.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1141"	"Color Image Denoising"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1142"	"Colorectal Gland Segmentation:"	"2015.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"0"	"0"
"1143"	"Colorectal Polyps Characterization"	"2019.0"	"0.0"	"6.0"	"0.0"	"0.0"	"1.0"	"0.0"	"7.0"	"2019.0"	"6.0"	""	"0.8571428571428571"	""	"0.0"	"49025"	"0"	"0"	"0"
"1144"	"Colorectal Polyps Characterization"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2019.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1145"	"Colorization"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1146"	"Common Sense Reasoning (Few-Shot)"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1147"	"Common Sense Reasoning (One-Shot)"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1148"	"Common Sense Reasoning (Zero-Shot)"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1149"	"Community Detection"	"2017.0"	"0.0"	"2.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"23433"	"0"	"0"	"0"
"1150"	"Community Detection"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2009.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1151"	"Community Detection"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1152"	"Community Detection"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1153"	"Community Question Answering"	"2021.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2012.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1154"	"Compressive Sensing"	"2017.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2008.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1155"	"Compressive Sensing"	"2018.0"	"0.0"	"2.0"	"0.0"	"3.0"	"0.0"	"0.0"	"2.0"	"2008.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"36748"	"1"	"0"	"0"
"1156"	"Compressive Sensing"	"2020.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2008.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1157"	"Compressive Sensing"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2008.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"1158"	"Computed Tomography (CT)"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"14.0"	"1.0"	"16.0"	"2013.0"	"0.14285714285714285"	""	"0.125"	""	"0.07142857142857142"	"63637"	"0"	"0"	"1"
"1159"	"Computed Tomography (CT)"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"8.0"	"0.0"	"10.0"	"2013.0"	"0.25"	""	"0.2"	""	"0.0"	"37713"	"0"	"0"	"1"
"1160"	"Conditional Image Generation"	"2015.0"	"0.0"	"8.0"	"0.0"	"0.0"	"0.0"	"0.0"	"8.0"	"2015.0"	"inf"	""	"1.0"	""	""	"12124"	"1"	"0"	"0"
"1161"	"Conditional Image Generation"	"2016.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"	"0.0"	"16.0"	"2015.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"0"
"1162"	"Conditional Image Generation"	"2017.0"	"0.0"	"15.0"	"0.0"	"14.0"	"0.0"	"0.0"	"15.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	""	"23433"	"1"	"0"	"0"
"1163"	"Conditional Image Generation"	"2018.0"	"0.0"	"35.0"	"0.0"	"0.0"	"0.0"	"0.0"	"35.0"	"2015.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"1164"	"Conditional Image Generation"	"2019.0"	"0.0"	"57.0"	"0.0"	"0.0"	"0.0"	"0.0"	"57.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1165"	"Conditional Image Generation"	"2020.0"	"0.0"	"53.0"	"0.0"	"0.0"	"0.0"	"0.0"	"53.0"	"2015.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1166"	"Conditional Image Generation"	"2021.0"	"0.0"	"21.0"	"0.0"	"0.0"	"0.0"	"0.0"	"21.0"	"2015.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"0"
"1167"	"Conditional Text Generation"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2018.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"1168"	"Constituency Grammar Induction"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"1"	"0"
"1169"	"Constituency Grammar Induction"	"2018.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"1"	"0"
"1170"	"Constituency Grammar Induction"	"2019.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"1171"	"Constituency Grammar Induction"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1172"	"Constituency Parsing"	"2004.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"11"	"0"	"1"	"0"
"1173"	"Constituency Parsing"	"2006.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2004.0"	"inf"	""	"1.0"	""	""	"9"	"0"	"1"	"0"
"1174"	"Constituency Parsing"	"2012.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2004.0"	"inf"	""	"1.0"	""	""	"4725"	"0"	"1"	"0"
"1175"	"Constituency Parsing"	"2013.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2004.0"	"inf"	""	"1.0"	""	""	"6815"	"0"	"1"	"0"
"1176"	"Constituency Parsing"	"2014.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2004.0"	"inf"	""	"1.0"	""	""	"9769"	"0"	"1"	"0"
"1177"	"Constituency Parsing"	"2015.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2004.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"1"	"0"
"1178"	"Constituency Parsing"	"2016.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2004.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"1"	"0"
"1179"	"Constituency Parsing"	"2017.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2004.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"1"	"0"
"1180"	"Constituency Parsing"	"2018.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2004.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"1"	"0"
"1181"	"Constituency Parsing"	"2019.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2004.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"1182"	"Constituency Parsing"	"2020.0"	"0.0"	"9.0"	"0.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2004.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1183"	"Constituency Parsing"	"2021.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2004.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1184"	"Content-Based Image Retrieval"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"0"
"1185"	"Content-Based Image Retrieval"	"2018.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2012.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"0"
"1186"	"Content-Based Image Retrieval"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2012.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"0"
"1187"	"Content-Based Image Retrieval"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"0"
"1188"	"Continual Learning"	"2016.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"1994.0"	"inf"	""	"1.0"	""	""	"17279"	"1"	"0"	"1"
"1189"	"Continual Learning"	"2017.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"	"0.0"	"10.0"	"1994.0"	"inf"	""	"1.0"	""	""	"23433"	"1"	"0"	"1"
"1190"	"Continual Learning"	"2018.0"	"0.0"	"32.0"	"0.0"	"0.0"	"0.0"	"0.0"	"32.0"	"1994.0"	"inf"	""	"1.0"	""	""	"36748"	"1"	"0"	"1"
"1191"	"Continual Learning"	"2019.0"	"0.0"	"65.0"	"0.0"	"0.0"	"0.0"	"0.0"	"65.0"	"1994.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"1"
"1192"	"Continual Learning"	"2020.0"	"0.0"	"175.0"	"0.0"	"0.0"	"0.0"	"0.0"	"175.0"	"1994.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"1"
"1193"	"Continual Learning"	"2021.0"	"0.0"	"135.0"	"0.0"	"0.0"	"0.0"	"0.0"	"135.0"	"1994.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"1"
"1194"	"Continuous Control"	"2016.0"	"0.0"	"2.0"	"0.0"	"0.0"	"2.0"	"0.0"	"4.0"	"2012.0"	"1.0"	""	"0.5"	""	"0.0"	"17279"	"1"	"0"	"0"
"1195"	"Continuous Control"	"2017.0"	"0.0"	"26.0"	"0.0"	"0.0"	"12.0"	"0.0"	"38.0"	"2012.0"	"2.1666666666666665"	""	"0.6842105263157895"	""	"0.0"	"23433"	"1"	"0"	"0"
"1196"	"Continuous Control"	"2019.0"	"0.0"	"46.0"	"0.0"	"0.0"	"52.0"	"6.0"	"98.0"	"2012.0"	"0.8846153846153846"	""	"0.46938775510204084"	""	"0.11538461538461539"	"49025"	"1"	"0"	"0"
"1197"	"Continuous Control"	"2020.0"	"0.0"	"58.0"	"0.0"	"0.0"	"71.0"	"0.0"	"129.0"	"2012.0"	"0.8169014084507042"	""	"0.4496124031007752"	""	"0.0"	"63637"	"1"	"0"	"0"
"1198"	"Continuous Control"	"2021.0"	"0.0"	"34.0"	"0.0"	"0.0"	"40.0"	"0.0"	"74.0"	"2012.0"	"0.85"	""	"0.4594594594594595"	""	"0.0"	"37713"	"1"	"0"	"0"
"1199"	"Continuously Indexed Domain Adaptation"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2020.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"1"
"1200"	"Contrastive Learning"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1201"	"Core set discovery"	"2020.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2020.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"1"
"1202"	"Coreference Resolution"	"2020.0"	"0.0"	"2.0"	"0.0"	"0.0"	"30.0"	"3.0"	"32.0"	"2009.0"	"0.06666666666666667"	""	"0.0625"	""	"0.1"	"63637"	"0"	"1"	"0"
"1203"	"Cross-Document Language Modeling"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2021.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1204"	"Cross-Domain Few-Shot"	"2019.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2019.0"	"inf"	""	"1.0"	""	""	"49025"	"1"	"0"	"1"
"1205"	"Cross-Domain Few-Shot"	"2020.0"	"0.0"	"16.0"	"0.0"	"0.0"	"0.0"	"0.0"	"16.0"	"2019.0"	"inf"	""	"1.0"	""	""	"63637"	"1"	"0"	"1"
"1206"	"Cross-Domain Few-Shot"	"2021.0"	"0.0"	"24.0"	"0.0"	"0.0"	"0.0"	"0.0"	"24.0"	"2019.0"	"inf"	""	"1.0"	""	""	"37713"	"1"	"0"	"1"
"1207"	"Cross-Lingual ASR"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1208"	"Cross-Lingual Document Classification"	"2013.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"6815"	"0"	"1"	"0"
"1209"	"Cross-Lingual Document Classification"	"2014.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"9769"	"0"	"1"	"0"
"1210"	"Cross-Lingual Document Classification"	"2015.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"12124"	"0"	"1"	"0"
"1211"	"Cross-Lingual Document Classification"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"1"	"0"
"1212"	"Cross-Lingual NER"	"2019.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
"1213"	"Cross-Lingual NER"	"2020.0"	"0.0"	"7.0"	"0.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2016.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"1"	"0"
"1214"	"Cross-Lingual NER"	"2021.0"	"0.0"	"5.0"	"0.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1215"	"Cross-Lingual Natural Language Inference"	"2017.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"1"	"0"
"1216"	"Cross-Lingual Paraphrase Identification"	"2020.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	""	"63637"	"0"	"0"	"0"
"1217"	"Cross-Lingual Paraphrase Identification"	"2021.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"0"	"0"
"1218"	"Cross-Lingual Question Answering"	"2021.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1219"	"Cross-Lingual Semantic Textual Similarity"	"2017.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	"inf"	""	"1.0"	""	""	"23433"	"0"	"1"	"0"
"1220"	"Cross-Lingual Semantic Textual Similarity"	"2021.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2016.0"	"inf"	""	"1.0"	""	""	"37713"	"0"	"1"	"0"
"1221"	"Cross-Lingual Sentiment Classification"	"2018.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	"inf"	""	"1.0"	""	""	"36748"	"0"	"0"	"0"
"1222"	"Cross-Lingual Sentiment Classification"	"2019.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2015.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"0"	"0"
"1223"	"Cross-Lingual Transfer"	"2016.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	"inf"	""	"1.0"	""	""	"17279"	"0"	"1"	"0"
"1224"	"Cross-Lingual Transfer"	"2019.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	""	"1.0"	""	""	"49025"	"0"	"1"	"0"
